rcept_no,rcept_dt,corp_code,corp_name,report_tp,repror,stkqy,stkqy_irds,stkrt,stkrt_irds,report_resn
20260831001468,2026-08-31,00632845,노랑풍선,약식,브이씨엠그로쓰제1호사모투자,"2,988,052","277,158",15.77,1.25,전환가액 조정으로 인한 보고
20260831001463,2026-08-31,00494546,오비고,약식,이동민,"711,000","711,000",5.63,5.63,장내매수에 따른 보고의무 발생
20260831001462,2026-08-31,01405390,핌스,일반,주광연,"9,926,700","45,000",43.81,0.58,특별관계자의 장내매수
20260831001461,2026-08-31,00480367,SK오션플랜트,일반,에스케이에코플랜트,"22,256,969",0,35.62,0,보유주식 장외 매매계약체결
20260831001448,2026-08-31,00897752,천보,일반,이상율,"8,101,206","102,312",55.31,0.70,"- 최대주주 주식매입
- 특수관계인 주식매입"
20260831001444,2026-08-31,00209780,케이씨,일반,고석태,"5,633,399",0,51.12,0,증여/수증으로 인한 보고자 및 특별관계자별 보유내역 변동 및 증여 계약 종료
20260831001439,2026-08-31,00897752,천보,일반,이상율,"7,998,894","60,190",54.61,0.41,"- 최대주주 주식매입
- 특수관계인 주식매입"
20260831001432,2026-08-31,00113614,대현,일반,신윤황,"20,935,450",0,47.28,0,장외매매로 인한 대주주 및 특수관계인 간 지분 변동
20260831001419,2026-08-31,00795135,코오롱인더,일반,코오롱,"10,918,076","-4,711",34.89,-0.02,- 특별관계자의 장내매도 및 특별관계 해소에 따른 보유 주식수ㆍ보유 비율 변동
20260831001390,2026-08-31,01319808,한일시멘트,일반,한일홀딩스,"52,464,952",0,71.34,0,보고자 본인의 질권 신규 설정
20260831001373,2026-08-31,00992871,종근당,일반,이장한,"5,542,063",0,40.15,0,특별관계자 담보대출 상환
20260831001367,2026-08-31,00361594,DMS,일반,박용석,"7,459,014","-47,147",33.62,0.36,임원 신규 선임 및 퇴임으로 인한 특수관계자 변동
20260831001335,2026-08-31,00110893,대신증권,일반,양홍석,"9,381,409","8,294",17.59,0.02,주요계약 변경 및 보유주식 변동
20260831001323,2026-08-31,00258102,지엔코,일반,크레오에스지,"4,426,054","4,348",73.88,0.07,"특별관계자 주식장내매수 및 주식근질권설정변경계약체결, 담보계약해지"
20260831001294,2026-08-31,00136378,신세계,일반,정유경,"2,812,039",0,29.77,0.62,주식 담보 계약 체결
20260831001292,2026-08-31,00438036,팅크웨어,일반,유비벨록스,"4,739,482",0,42.66,0,특별관계자의 주식담보대출 계약 연장
20260831001277,2026-08-31,00592653,유비벨록스,일반,이흥복,"4,468,293","43,769",30.33,0.29,"최대주주의 주식담보계약 연장
및
특별관계자의 장내매수"
20260831001244,2026-08-31,00139719,와이지-원,일반,송호근,"11,542,233",0,31.03,0,주식담보계약 내용변경 (추가차입 및 만기연장)
20260831001242,2026-08-31,00101549,경동제약,일반,류 기 성,"14,077,869","2,274",45.75,0.00,"장내매수, 장내매도, 주요계약사항 변경"
20260831001236,2026-08-31,01584934,핑거스토리,일반,문양근,"3,749,679","1,138,441",62.41,5.59,"- 유상증자(제3자배정) 납입에 따른 보유주식 등의 수 변동 및 특별관계자 추가
- 전환가액(4회차) 조정에 따른 보유주식등의 수 변동"
20260831001189,2026-08-31,00577335,대성하이텍,일반,최호형,"6,953,874","-5,933",39.50,-0.04,"- 특별관계자의 주식담보대출계약 변경(만기 연장)
- 특별관계자의 장내매도에 따른 보유주식수 및 지분율 변동"
20260831001178,2026-08-31,00336817,HLB제약,일반,HLB생명과학,"8,331,408","1,124,917",24.31,2.57,유상증자에 따른 신주인수권증서 배정 및 일부매도
20260831001152,2026-08-31,00139764,에넥스,일반,박진규,"3,588,774","86,233",30.27,0.73,"1. 특별관계자(박성은, 박경태)의 보유주식 장내매수
2. 특별관계자(박경태)의 납세담보 해제
3. 보고자 및 특별관계자의 주식양수도계약 변경"
20260831001124,2026-08-31,00101628,경방,일반,김담,"15,342,954","1,250",55.96,0.00,"특별관계자 보유주식 등의 변동 및
주식 담보계약 연장"
20260831000907,2026-08-31,00527464,에이치시티,일반,이수찬,"5,315,652","14,320",36.66,0.09,- 특별관계자의 장내매수에 의한 추가 취득
20260831000885,2026-08-31,01013694,인카금융서비스,일반,심두섭,"3,582,216","289,453",7.27,0.86,"보유주식수 변동, 계약 변경"
20260831000860,2026-08-31,00800084,씨엑스아이,약식,ZHANG DONGXIAN,"2,740,000","1,040,000",24.18,13.98,제3자배정 유상증자 신주 취득
20260831000840,2026-08-31,00800084,씨엑스아이,약식,WANG GUANGCAI,"2,400,000","2,400,000",21.18,21.18,제3자배정 유상증자 신주 취득
20260831000792,2026-08-31,00800084,씨엑스아이,일반,LIN JINSHENG,"4,311,061","-1,244,248",37.44,-8.59,주식병합 및 제3자배정 유상신주 취득
20260831000739,2026-08-31,01170865,네오셈,일반,배윤영,"4,444,571","-260,000",10.13,-0.59,주식담보대출계약 만기 연장
20260831000649,2026-08-31,01157846,바이오포트,일반,김성구,"1,958,135","10,500",41.85,0.23,"보고자, 특별관계자의 장내 매수"
20260831000112,2026-08-31,00447502,바이오톡스텍,일반,강종구,"3,886,110","13,865",24.20,0.09,- 장내매수에 따른 보유주식 변동
20260828001950,2026-08-28,01327746,보로노이,일반,김현태,"7,687,432","2,000",40.57,-0.22,"- 전환사채 전환청구에 따른 발행주식총수의 증가로 인한 보유주식등의 보유비율 변동
- 특별관계자 증여 취소로 인한 보유주식등의 수 및 보유비율 변동
- 보유주식등에 관한 계약 변경(주식담보대출 연장)"
20260828001948,2026-08-28,00476498,컴투스,일반,컴투스홀딩스,"3,801,418",0,31.44,0,보유주식 등에 관한 계약 변경
20260828001932,2026-08-28,00577380,신진에스엠,일반,김은식,"8,919,042",300,50.96,0.01,특별관계자 장내매수
20260828001920,2026-08-28,01080687,아우딘퓨쳐스,일반,나종국,"5,050,532",0,26.07,0,- 최대주주 보유주식등에 관한 계약 변경
20260828001919,2026-08-28,01588897,니어스랩,일반,최재혁,"1,885,224","1,885,224",29.71,29.71,코스닥 신규 상장
20260828001916,2026-08-28,00126380,삼성전자,일반,삼성물산,"1,151,123,790","-152,009",19.69,-0.00,"- 보유주식수 변동
- 보유주식등에 관한 계약의 변경"
20260828001911,2026-08-28,00413046,셀트리온,일반,셀트리온홀딩스,"77,382,348","-5,772",33.12,-0.01,"주식담보대출 만기연장 및 신규차입 / 
특관자 주식매도 / 스톡옵션행사"
20260828001908,2026-08-28,01142260,에스엠씨지,일반,최승호,"9,386,113","10,353",46.76,0.05,장내매수
20260828001907,2026-08-28,00968607,더본코리아,일반,백종원,"11,311,740",0,74.28,-0.25,보유주식에 관한 주요계약 (연장)체결
20260828001902,2026-08-28,01142260,에스엠씨지,일반,최승호,"9,375,760","40,643",46.71,0.20,장내매수
20260828001898,2026-08-28,01142260,에스엠씨지,일반,최승호,"9,335,117","26,041",46.51,0.13,장내매수 및 주식담보계약 연장
20260828001878,2026-08-28,01187494,덴티스,약식,NH투자증권,0,"-1,774,547",0,-10.09,전환사채 조기상환 및 장내매매
20260828001875,2026-08-28,00163345,DB,일반,김남호,"94,644,690","6,500,000",47.05,3.23,- 특별관계자의 주식매매계약 체결
20260828001872,2026-08-28,00231372,롯데관광개발,일반,김기병,"40,501,587",0,50.80,0,"특수관계자 주식환매조건부 증권금융계약 체결
및 담보주식수 변경"
20260828001834,2026-08-28,01704680,M83,일반,정성진,"2,672,941","-180,000",32.86,-2.22,특별관계자의 주식 증여 및 수증에 따른 변동
20260828001814,2026-08-28,00271501,코아시아,일반,이희준,"5,297,395","144,047",20.13,0.55,주식담보계약 연장 및 장내매수
20260828001808,2026-08-28,00269241,주연테크,일반,화평홀딩스,"5,639,301","141,670",40.58,1.02,장내매수 지분취득
20260828001799,2026-08-28,00130383,서부T&D,일반,엠와이에이치,"32,095,174",0,49.93,0,"담보대출 신규 및 담보수량 변경, 주식 매도 및 매수"
20260828001759,2026-08-28,01135640,이삭엔지니어링,일반,김창수,"4,700,000",0,56.70,0,특수관계자(임규선) 주식담보대출 변동
20260828001718,2026-08-28,00174004,유성기업,일반,류시영,"12,658,380",0,48.78,0,증여ㆍ수증으로 인한 보유주식 수 변동
20260828001711,2026-08-28,00148364,하림지주,일반,김홍국,"56,480,599",0,50.43,0.00,보고자의 특별관계자의 주식담보설정 계약 변경
20260828001708,2026-08-28,02042949,한화머시너리앤서비스홀딩스,일반,김승연,"50,981,693","50,981,693",60.32,60.32,분할재상장에 따른 신규보고
20260828001695,2026-08-28,00118044,동원수산,일반,왕기철,"1,036,352","23,750",22.27,0.51,특별관계자의 보유주식 변동
20260828001678,2026-08-28,00115977,아이에스동서,일반,권혁운,"16,872,628",0,56.76,0.87,보유주식등에 관한 계약 변경
20260828001637,2026-08-28,00595191,후성,일반,김근수,"49,385,521",94,46.04,0.00,특수관계자의 보유주식에 관한 주식담보계약 연장
20260828001634,2026-08-28,00938721,필옵틱스,일반,한기수,"6,068,220",0,25.89,0,주식담보대출 일부 담보 해소 및 계약 연장에 따른 변경
20260828001628,2026-08-28,00201432,비츠로시스,일반,우수정기,"1,773,815",0,14.09,0,보고자의 주식근질권설정계약 체결
20260828001627,2026-08-28,00535481,에스와이,일반,홍영돈,"17,140,774","157,758",35.05,0.33,특수관계인 주식변동 및 주식담보대출 내용 변경
20260828001623,2026-08-28,01228515,앱튼,일반,에이프로젠,"37,314,030","-1,868,000",55.17,-19.28,"- 보고자 특별관계인이 보유한 발행사 전환사채 매도에 따른 보유 주식 수량 및 비율 변동
- 보고자 특별관계인이 보유한 발행사 전환사채 매도에 따른 계약 수량 및 비율 변경
- 발행주식 총 수 증가에 따른 보유 주식 비율 변동
- 발행주식 총 수 증가에  따른 계약 비율 변경"
20260828001606,2026-08-28,01571107,오픈엣지테크놀로지,일반,이성현,"3,793,753","-98,284",13.80,-0.358,계열회사 청산에 따른 특별관계 및 보유 주식 등의 수 변동
20260828001600,2026-08-28,00126937,삼양홀딩스,일반,김윤,"3,245,478",0,41.80,0.00,특별관계자의 주식담보대출 계약내용 변경
20260828001595,2026-08-28,01101041,패션플랫폼,일반,메이븐에프씨,"2,031,112","-8,453,782",39.66,0.3,"주식병합(1:5)에 따른 보유주식수 및 발행주식총수 변동, 
특별관계자 장내매도"
20260828001556,2026-08-28,01084364,다산디엠씨,일반,다산네트웍스,"22,393,881","622,260",65.96,1.83,- 보고자 본인 장내매수
20260828001549,2026-08-28,01593668,센서뷰,일반,김병남,"7,122,895","-173,630",10.05,-3.71,"- 보유주식등의 내역 변동
- 유상증자에 따른 보유주식등의 내역 변동"
20260828001546,2026-08-28,00624518,다산솔루에타,일반,다산인베스트,"13,563,693","542,362",62.75,2.51,- 보고자 및 특별관계자의 장내 매수
20260828001544,2026-08-28,01784914,클로봇,일반,김창구,"4,290,636","-767,988",13.86,-2.52,유상증자에 따른 신주 취득
20260828001541,2026-08-28,00201432,비츠로시스,일반,브이에이치1,"1,877,235",0,14.91,0,보고자의 주식근질권설정계약 체결
20260828001536,2026-08-28,00255105,케이바이오랩스,일반,미래아이앤지,"10,612,812","229,123",40.99,0.88,장내매수
20260828001520,2026-08-28,01035678,링크드,일반,민용재,"4,498,531","365,765",32.88,1.97,"- 장내매수
- 발행회사의 전환사채 매수선택권 행사자 지정"
20260828001519,2026-08-28,00152385,에이프로젠,일반,지베이스,"86,560,055","-824,062",84.08,-0.13,특별관계자의 전환사채 매매 계약에 따른 변동 및 변경
20260828001517,2026-08-28,01159233,솔루엠,일반,전성호,"18,099,478","20,000",33.02,0.04,- 최대주주 보유주식수 변동
20260828001493,2026-08-28,01042979,휴마시스,일반,아티스트,"5,124,303","63,789",20.77,0.26,특별관계자 장내매수
20260828001491,2026-08-28,00904672,넷마블,일반,방준혁,"50,487,451",-66,60.71,0,"특별관계자 및 보유주식수 변동
보유주식등에 관한 계약 체결"
20260828001446,2026-08-28,00219097,BGF,일반,홍석조,"65,710,571",0,68.65,0.00,특별관계자 주요계약 변경
20260828001435,2026-08-28,01366000,태성,일반,김종학,"9,454,737",0,30.96,0,주식담보대출 계약상대방 변경에 따른 신규 계약 체결
20260828001370,2026-08-28,00197759,미래산업,일반,넥스턴앤롤코리아,"10,283,155",0,37.02,0,주식 질권 설정 계약
20260828001365,2026-08-28,00365387,AJ네트웍스,일반,문덕영,"25,318,301",255,55.95,0,- 특별관계자의 장내매수
20260828001345,2026-08-28,00150165,브이티,일반,정철,"13,714,039",0,39.25,0,주식담보 계약
20260828001328,2026-08-28,00105606,금호에이치티,일반,에코볼트,"4,996,031","221,766",47.78,2.12,특별관계자의 장내매수에 따른 변동보고
20260828001248,2026-08-28,00503668,LIG디펜스앤에어로스페이스,일반,엘아이지,"8,407,165",0,38.21,0.00,"기존 담보계약 변경, 신규 담보계약"
20260828001227,2026-08-28,00104537,국영지앤엠,일반,최재원,"596,519","-5,385,937",17.09,-0.05,"장내매수매도, 액면병합"
20260828001181,2026-08-28,01218299,에코아이,일반,전종수,"20,519,900","-76,000",69.25,-0.26,특별관계자가 주식 증여로 인한 주식 변동(1% 미만 변동)
20260828001177,2026-08-28,00416414,넥스턴앤롤코리아,일반,로아앤코홀딩스,"2,859,646",0,18.67,0,- 주식 담보계약 해지
20260828000920,2026-08-28,00109268,대동스틸,일반,임주희,"4,110,473",0,42.59,0,"주식증여에 의한 보유주식수 변동
(증여자:오수복 → 수증자 : 임주희,임지현)"
20260828000904,2026-08-28,01189438,HLB바이오스텝,일반,HLB,"3,570,990","15,194",19.91,0.08,장내매수
20260828000604,2026-08-28,01947443,해치텍,일반,최성민,"2,464,000","2,464,000",44.90,44.90,코스닥시장 상장에 따른 신규보고
20260828000569,2026-08-28,00494546,오비고,일반,장영준,"4,415,215","1,400",34.28,0.01,장내 주식 매수 및 보유주식등에 관한 계약 내용 변경
20260828000564,2026-08-28,01429840,아이티아이즈,일반,이성남,"3,689,629","63,454",51.11,0.88,"- 특별관계자의 장내매수 및 특별관계자 추가에 따른 변동보고
- 의결권 공동행사 약정 기간 만료에 따른 계약사항 변경보고"
20260828000553,2026-08-28,01142075,핑거,약식,메가존클라우드,"2,762,430","2,762,430",17.79,17.79,전환사채 신규 취득
20260828000539,2026-08-28,00160621,한국화장품제조,약식,에셋플러스자산운용,"1,169,709","143,981",5.16,0.63,5% 이상 지분 보유 신규보고
20260828000412,2026-08-28,00580199,메디톡스,일반,정현호,"1,367,651","6,619",18.74,0.09,"- 보고자 및 특별관계자 장내 주식 취득
- 보고자 주식담보대출 계약변경"
20260828000254,2026-08-28,01423837,모아데이타,약식,다이나믹서비스,0,0,0.00,0.00,"1. 채무자의 기한이익 상실에 따른 채권자의 담보 처분권 획득 및 담보처분권 실행
2. 채권자는 담보 주식에 대한 처분권을 취득하였을 뿐 소유권을 취득한 바 없음"
